MSZoning,LotArea,Street,LandContour,Utilities,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
RM,1680,Pave,Lvl,AllPub,Gtl,Twnhs,2Story,6,5,1971,1971,TA,TA,CBlock,0,0,672,672,GasA,TA,Y,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,0,0,N,201,0,0,0,0,0,0,4,2006,Abnorml,91500
RL,7800,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1964,1964,TA,TA,CBlock,312,600,0,912,GasA,TA,Y,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,1,288,Y,0,0,0,0,0,0,0,11,2006,Abnorml,115000
RL,8250,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1968,1968,TA,TA,CBlock,250,492,210,952,GasA,Ex,Y,1211,0,0,1211,0,0,1,0,3,1,TA,5,Typ,1,1,322,Y,0,63,0,0,0,0,0,8,2008,Normal,134000
RL,10496,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,6,1949,1950,TA,TA,CBlock,196,0,844,1040,GasA,Ex,Y,1168,678,0,1846,0,0,2,0,3,1,TA,7,Typ,1,1,315,Y,0,0,0,0,0,0,0,1,2007,Normal,143000
RL,10680,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,3,1951,1951,TA,TA,CBlock,756,0,1380,2136,GasA,TA,N,2136,0,0,2136,0,0,2,0,4,1,TA,7,Mod,0,2,528,Y,0,30,0,0,0,0,0,10,2006,Normal,137900
RL,15384,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2004,2005,Gd,TA,PConc,724,0,64,788,GasA,Ex,Y,788,702,0,1490,1,0,2,1,3,1,Gd,8,Typ,1,2,388,Y,100,75,0,0,0,0,0,2,2008,Normal,184000
RL,10482,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,6,8,1958,1958,TA,Gd,CBlock,507,0,81,588,GasA,Ex,Y,1138,0,0,1138,0,1,1,0,3,1,TA,6,Typ,0,1,264,Y,224,0,0,0,0,0,0,6,2007,Normal,145000
RL,14598,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,2007,2007,Gd,TA,PConc,0,0,894,894,GasA,Ex,Y,894,1039,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,3,668,Y,100,18,0,0,0,0,0,1,2008,Normal,214000
RL,8872,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,8,1965,2008,TA,TA,CBlock,595,0,317,912,GasA,Ex,Y,912,0,0,912,1,0,1,0,2,1,Gd,5,Typ,0,2,576,Y,0,240,0,0,0,0,0,12,2008,Normal,147000
RL,8769,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,9,5,2008,2008,Ex,TA,PConc,1540,0,162,1702,GasA,Ex,Y,1702,0,0,1702,1,0,1,1,1,1,Ex,7,Typ,1,3,1052,Y,0,72,0,0,224,0,0,10,2008,Partial,367294
RL,7910,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,5,5,1960,1960,TA,TA,CBlock,666,0,409,1075,GasA,Gd,Y,1507,0,0,1507,0,0,2,0,4,1,TA,7,Maj1,0,1,404,Y,0,0,0,0,0,0,0,8,2008,Normal,127000
RL,18890,Pave,Lvl,AllPub,Gtl,Duplex,1.5Fin,5,5,1977,1977,TA,TA,CBlock,498,211,652,1361,GasA,Ex,Y,1361,1259,0,2620,0,0,2,2,4,2,TA,12,Typ,1,2,600,N,155,24,145,0,0,0,8300,8,2007,Normal,190000
RL,7728,Pave,Lvl,AllPub,Gtl,Duplex,SLvl,5,6,1962,1962,TA,TA,CBlock,803,0,303,1106,GasA,TA,Y,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,2,540,Y,0,18,0,0,0,0,0,5,2006,Normal,132500
RL,9842,Pave,Lvl,AllPub,Gtl,Duplex,1Story,4,5,1962,1962,TA,TA,Slab,0,0,0,0,GasA,TA,Y,1224,0,0,1224,0,0,2,0,2,2,TA,6,Typ,0,2,462,Y,0,0,0,0,0,0,0,3,2007,Normal,101800
RL,12160,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1959,1959,TA,TA,CBlock,1000,0,188,1188,GasA,Fa,Y,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,2,531,Y,0,0,0,0,0,0,0,5,2010,Abnorml,142000
RH,8525,Pave,Bnk,AllPub,Gtl,1Fam,2Story,5,6,1911,1950,TA,TA,PConc,0,0,940,940,GasA,TA,N,1024,940,0,1964,0,0,1,1,4,1,TA,7,Typ,0,0,0,N,0,192,0,0,0,0,0,11,2008,Abnorml,130000
RL,13132,Pave,Lvl,AllPub,Gtl,1Fam,2Story,5,5,1914,1950,TA,TA,BrkTil,0,0,747,747,GasA,Gd,Y,892,892,0,1784,0,0,1,1,4,1,TA,9,Typ,0,1,180,N,203,40,0,0,0,0,0,7,2006,Normal,138887
RL,2628,Pave,Lvl,AllPub,Gtl,Twnhs,2Story,7,5,2003,2003,Gd,TA,PConc,0,0,764,764,GasA,Ex,Y,764,862,0,1626,0,0,2,1,2,1,Gd,6,Typ,0,2,474,Y,0,27,0,0,0,0,0,6,2010,Normal,175500
RL,12393,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2004,2005,Gd,TA,PConc,0,0,847,847,GasA,Ex,Y,847,1101,0,1948,0,0,2,1,4,1,Gd,8,Typ,1,2,434,Y,100,48,0,0,0,0,0,9,2006,Normal,195000
RL,13072,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,2005,2005,Gd,TA,PConc,0,0,1141,1141,GasA,Ex,Y,1141,0,0,1141,0,0,1,1,3,1,TA,6,Typ,0,2,484,Y,0,0,0,0,0,0,0,3,2006,Abnorml,142500
RL,9037,Pave,HLS,AllPub,Gtl,1Fam,1Story,8,5,2006,2006,Gd,TA,PConc,428,0,1048,1476,GasA,Ex,Y,1484,0,0,1484,0,0,2,0,2,1,Ex,6,Typ,1,2,472,Y,120,33,0,0,0,0,0,12,2007,Normal,265900
RL,8158,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2003,2003,Gd,TA,PConc,550,0,334,884,GasA,Ex,Y,884,884,0,1768,1,0,2,1,3,1,Gd,8,Typ,0,2,543,Y,0,63,0,0,0,0,0,7,2008,Normal,224900
RL,9849,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,6,2007,2007,Gd,TA,PConc,0,0,1689,1689,GasA,Ex,Y,1689,0,0,1689,0,0,2,0,3,1,Gd,7,Typ,0,3,954,Y,0,56,0,0,0,0,0,6,2007,Partial,248328
RL,10625,Pave,Lvl,AllPub,Gtl,1Fam,SFoyer,7,6,1974,1974,TA,TA,CBlock,885,168,0,1053,GasA,TA,Y,1173,0,0,1173,1,0,2,0,3,1,Gd,6,Typ,2,2,528,Y,0,120,0,0,0,0,0,1,2010,Family,170000
RL,13891,Pave,Lvl,AllPub,Gtl,1Fam,1Story,10,5,2006,2006,Ex,TA,PConc,1386,0,690,2076,GasA,Ex,Y,2076,0,0,2076,1,0,2,1,2,1,Ex,7,Typ,1,3,850,Y,216,229,0,0,0,0,0,9,2006,Partial,465000
RL,11435,Pave,HLS,AllPub,Mod,1Fam,2Story,8,7,1929,1950,TA,TA,PConc,0,0,792,792,GasA,Fa,Y,792,725,0,1517,0,0,1,0,3,1,Gd,7,Typ,2,2,400,Y,0,0,0,0,0,0,0,6,2006,Normal,230000
RL,12090,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,6,7,1984,2003,TA,TA,CBlock,0,0,585,585,GasA,Ex,Y,1140,728,0,1868,0,0,3,1,3,1,TA,7,Typ,1,2,477,Y,268,112,0,0,147,0,0,1,2007,Abnorml,178000
FV,8125,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2005,2006,Gd,TA,PConc,0,0,756,756,GasA,Ex,Y,756,797,0,1553,0,0,2,1,3,1,Gd,6,Typ,0,2,615,Y,0,45,0,0,0,0,0,3,2006,Partial,186500
RL,12328,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,6,5,1976,1976,TA,TA,CBlock,539,0,473,1012,GasA,TA,Y,1034,0,0,1034,1,0,1,0,3,1,TA,6,Typ,0,3,888,Y,0,0,0,0,0,0,0,5,2010,Normal,169900
RM,9600,Pave,Lvl,AllPub,Gtl,1Fam,2.5Unf,6,5,1917,1950,TA,TA,BrkTil,319,0,416,735,OthW,Fa,N,1134,924,0,2058,0,0,1,1,3,1,TA,8,Typ,1,2,396,P,0,0,259,0,0,0,0,4,2008,Normal,129500
RL,7200,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1950,1950,TA,TA,CBlock,534,96,246,876,GasA,TA,Y,988,0,0,988,0,0,1,0,3,1,TA,6,Typ,0,1,276,Y,0,80,0,0,0,0,0,5,2007,Normal,119000
RL,11160,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,1968,1968,Gd,TA,CBlock,1065,0,1045,2110,GasA,Ex,Y,2110,0,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,2,522,Y,0,0,0,0,0,0,0,4,2010,Normal,244000
RL,3136,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,7,5,2003,2003,Gd,TA,PConc,0,0,1405,1405,GasA,Ex,Y,1405,0,0,1405,0,0,2,0,2,1,Gd,6,Typ,1,2,478,Y,148,36,0,0,0,0,0,3,2006,Normal,171750
RL,9858,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1968,1968,TA,TA,CBlock,510,0,354,864,GasA,TA,Y,874,0,0,874,1,0,1,0,3,1,TA,5,Typ,0,1,288,Y,33,0,0,0,0,0,600,11,2009,Normal,130000
RL,17542,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,7,1974,2003,Gd,TA,CBlock,125,1031,36,1192,GasA,TA,Y,1516,651,0,2167,1,0,2,1,3,1,Gd,9,Typ,2,2,518,Y,220,47,0,0,0,0,0,7,2007,Normal,294000
RL,6931,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,2003,2004,Gd,TA,PConc,0,0,746,746,GasA,Ex,Y,760,896,0,1656,0,0,2,1,3,1,Gd,7,Typ,1,2,397,Y,178,128,0,0,0,0,0,7,2008,Normal,165400
RM,6240,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,6,1931,1950,TA,TA,BrkTil,425,0,459,884,GasA,TA,Y,959,408,0,1367,0,0,1,0,3,1,TA,6,Typ,1,1,560,Y,0,0,0,0,120,0,0,11,2007,Normal,127500
RL,14303,Pave,Lvl,AllPub,Gtl,1Fam,1Story,8,5,1994,1994,Gd,TA,PConc,1314,0,672,1986,GasA,Ex,Y,1987,0,0,1987,1,0,2,0,2,1,Gd,7,Typ,1,2,691,Y,262,36,0,0,0,0,0,8,2008,Normal,301500
RL,4060,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,8,1922,1950,TA,TA,PConc,0,0,864,864,GasA,Ex,Y,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,0,0,Y,0,96,0,0,0,0,0,7,2009,Normal,99900
RL,9587,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,7,5,2005,2005,Gd,TA,PConc,655,0,201,856,GasA,Ex,Y,1166,0,0,1166,1,0,2,0,2,1,Gd,5,Typ,0,2,400,Y,212,0,0,0,0,0,0,7,2008,Normal,190000
RL,9750,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,8,1969,1969,TA,TA,CBlock,602,438,14,1054,GasA,Gd,Y,1054,0,0,1054,1,0,1,1,3,1,TA,6,Typ,0,2,460,Y,180,0,0,0,80,0,0,7,2008,Normal,151000
RL,24682,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,5,1999,1999,TA,TA,PConc,0,0,841,841,GasA,Ex,Y,892,783,0,1675,0,0,2,1,3,1,TA,7,Typ,1,2,502,Y,0,103,0,0,0,0,0,6,2009,Normal,181000
RL,9600,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1956,1956,TA,TA,CBlock,504,0,546,1050,GasA,Gd,Y,1050,0,0,1050,0,0,1,0,2,1,TA,5,Typ,0,1,338,Y,0,0,0,0,0,0,0,6,2009,Normal,128900
RL,11250,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,4,5,1957,1989,TA,TA,CBlock,0,0,1104,1104,GasA,Ex,Y,1104,684,0,1788,1,0,1,0,5,1,TA,8,Min2,2,1,304,Y,120,0,0,0,0,0,0,11,2009,Normal,161500
RL,13515,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,6,1919,1950,TA,TA,PConc,0,0,764,764,GasA,Ex,Y,1060,764,0,1824,0,0,1,0,3,1,TA,8,Typ,1,2,520,N,0,0,126,0,0,0,0,7,2007,Normal,180500
RH,4060,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,6,5,1998,1999,Gd,TA,PConc,266,0,1139,1405,GasA,Ex,Y,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,0,2,511,Y,144,68,0,0,0,0,0,8,2008,Abnorml,181000
FV,3735,Pave,Lvl,AllPub,Gtl,TwnhsE,2Story,7,5,1999,1999,Gd,TA,PConc,450,0,241,691,GasA,Ex,Y,713,739,0,1452,1,0,2,1,3,1,Gd,6,Typ,0,2,506,Y,0,34,0,0,0,0,0,3,2006,Normal,183900
RM,10120,Pave,Bnk,AllPub,Gtl,2fmCon,2.5Unf,7,4,1910,1950,Fa,TA,CBlock,0,0,925,925,GasA,TA,N,964,925,0,1889,0,0,1,1,4,2,TA,9,Typ,1,1,308,N,0,0,264,0,0,0,0,1,2007,Normal,122000
RL,13214,Pave,HLS,AllPub,Gtl,1Fam,1Story,9,5,2008,2009,Ex,TA,PConc,0,0,2002,2002,GasA,Ex,Y,2018,0,0,2018,0,0,2,0,3,1,Ex,10,Typ,1,3,746,Y,144,76,0,0,0,0,0,5,2010,Normal,378500
RL,14100,Pave,Lvl,AllPub,Mod,1Fam,1.5Fin,8,9,1935,1997,TA,Gd,CBlock,192,0,536,728,GasA,Ex,Y,1968,1479,0,3447,0,0,3,1,4,1,Gd,11,Typ,2,3,1014,Y,314,12,0,0,0,0,0,5,2008,Normal,381000
RL,11344,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,5,1958,1958,TA,TA,CBlock,460,0,414,874,GasW,TA,Y,874,650,0,1524,0,0,1,1,3,1,TA,7,Typ,0,1,315,Y,0,0,0,0,0,0,0,7,2007,Normal,144000
RL,23595,Pave,Low,AllPub,Sev,1Fam,1Story,7,6,1979,1979,Gd,TA,PConc,1258,0,74,1332,GasA,TA,Y,1332,192,0,1524,2,0,0,1,0,1,Gd,4,Typ,1,2,586,Y,268,0,0,0,0,0,0,4,2010,Normal,260000
RL,9156,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,7,1968,1968,TA,TA,CBlock,0,0,1489,1489,GasA,Gd,Y,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,2,462,Y,0,0,0,0,0,0,0,8,2009,Normal,185750
RL,13526,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1965,1965,TA,TA,CBlock,560,375,0,935,GasA,TA,Y,935,0,0,935,1,0,1,0,3,1,TA,5,Typ,0,1,288,Y,180,0,0,0,0,0,0,11,2006,Normal,137000
RL,11512,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,6,7,1959,2006,TA,TA,CBlock,719,0,300,1019,GasA,Gd,Y,1357,0,0,1357,1,0,1,0,2,1,Ex,5,Typ,1,1,312,Y,0,0,0,0,163,0,0,5,2008,Normal,177000
RL,5362,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,5,6,1910,2003,TA,TA,PConc,0,0,661,661,GasA,Ex,Y,661,589,0,1250,0,0,2,0,3,1,TA,8,Typ,1,2,552,Y,242,0,81,0,0,0,0,11,2007,Normal,139000
RL,11345,Pave,Lvl,AllPub,Gtl,Duplex,2Story,5,5,1948,1950,TA,TA,CBlock,220,0,708,928,GasA,Gd,Y,928,992,0,1920,0,0,2,0,4,2,TA,10,Typ,0,2,400,Y,0,0,0,0,0,0,0,7,2007,Normal,137000
RL,12936,Pave,Lvl,AllPub,Gtl,1Fam,2Story,6,6,1972,1972,TA,TA,CBlock,593,0,130,723,GasA,TA,Y,735,660,0,1395,0,1,1,1,3,1,TA,6,Typ,1,2,497,Y,294,116,0,0,0,0,0,12,2009,Normal,162000
RL,17871,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,6,5,1967,1976,TA,TA,CBlock,528,0,1152,1680,GasA,Fa,Y,1724,0,0,1724,1,0,1,1,3,1,TA,7,Typ,1,2,480,Y,0,0,0,0,0,0,0,6,2009,Normal,197900
RL,9473,Pave,Lvl,AllPub,Gtl,1Fam,2Story,8,5,2002,2002,Gd,TA,PConc,804,0,324,1128,GasA,Ex,Y,1128,903,0,2031,1,0,2,1,3,1,Gd,7,Typ,1,2,577,Y,0,211,0,0,0,0,0,3,2008,Normal,237000
C (all),7500,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,4,4,1920,1950,TA,Gd,CBlock,0,0,698,698,GasA,TA,Y,698,430,0,1128,0,0,1,0,2,1,TA,6,Typ,0,2,528,Y,30,0,164,0,0,0,0,4,2010,Abnorml,68400
RL,9808,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2002,2002,Gd,TA,PConc,788,0,785,1573,GasA,Ex,Y,1573,0,0,1573,1,0,2,0,3,1,Gd,6,Typ,0,2,544,Y,0,72,0,0,0,0,0,3,2009,Normal,227000
RL,8049,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,1990,1990,TA,TA,CBlock,1053,0,256,1309,GasA,TA,Y,1339,0,0,1339,1,0,2,0,2,1,TA,6,Typ,1,2,484,Y,0,58,0,0,90,0,0,7,2006,Normal,180000
RL,8800,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1977,2008,TA,TA,CBlock,532,144,364,1040,GasA,TA,Y,1040,0,0,1040,0,0,2,0,3,1,Gd,5,Typ,0,2,484,Y,0,0,0,0,288,0,0,9,2009,Normal,150500
RL,9400,Pave,Low,AllPub,Gtl,Duplex,2Story,6,5,1971,1971,TA,TA,CBlock,0,0,912,912,GasA,TA,Y,912,912,0,1824,0,0,2,2,4,2,TA,8,Typ,0,0,0,Y,128,0,0,0,0,0,0,4,2010,Normal,139000
RL,9638,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,7,1919,1990,TA,TA,PConc,0,0,804,804,GasA,Ex,Y,1699,748,0,2447,0,0,2,0,4,1,Gd,10,Min2,1,1,336,Y,272,0,42,0,116,0,0,3,2010,Normal,169000
RM,6000,Pave,Lvl,AllPub,Gtl,1Fam,1.5Fin,6,6,1939,1950,TA,Fa,CBlock,0,0,780,780,GasA,Ex,Y,825,587,0,1412,0,0,1,0,4,1,TA,6,Typ,1,1,280,Y,45,0,0,0,0,0,0,5,2009,Normal,132500
RL,9790,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,1963,1963,TA,TA,CBlock,569,81,678,1328,GasA,TA,Y,1328,0,0,1328,1,0,1,1,3,1,TA,6,Typ,2,2,528,Y,0,26,0,0,0,0,0,6,2010,Normal,143000
RL,36500,Pave,Low,AllPub,Mod,1Fam,1Story,5,5,1964,1964,TA,Gd,CBlock,812,0,812,1624,GasA,Fa,Y,1582,0,0,1582,0,1,2,0,4,1,TA,7,Typ,0,2,390,N,168,198,0,0,0,0,0,6,2006,Normal,190000
RL,5664,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,8,5,2000,2000,Gd,TA,PConc,1158,0,343,1501,GasA,Ex,Y,1659,0,0,1659,1,0,2,0,2,1,Ex,5,Typ,1,2,499,Y,212,59,0,0,0,0,0,10,2009,Normal,278000
RL,11065,Pave,Lvl,AllPub,Gtl,1Fam,2Story,8,5,2006,2006,Gd,TA,PConc,0,0,1085,1085,GasA,Ex,Y,1120,850,0,1970,0,0,2,1,3,1,Ex,8,Typ,1,3,753,Y,177,74,0,0,0,0,0,10,2006,Partial,281000
RL,14112,Pave,Lvl,AllPub,Gtl,1Fam,SLvl,5,7,1964,1964,TA,TA,PConc,1014,0,138,1152,GasA,TA,Y,1152,0,0,1152,1,0,1,0,3,1,TA,6,Typ,1,2,484,Y,227,0,0,0,0,0,0,4,2010,Normal,180500
RM,1680,Pave,Lvl,AllPub,Gtl,Twnhs,2Story,5,7,1972,1972,TA,TA,CBlock,231,0,399,630,GasA,TA,Y,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,1,264,Y,185,0,0,0,0,0,0,2,2009,Normal,119500
RM,6600,Pave,Lvl,AllPub,Gtl,1Fam,2Story,5,4,1892,1965,TA,TA,Stone,0,0,994,994,GasA,TA,N,1378,994,0,2372,0,0,2,0,4,2,TA,11,Min2,0,1,432,Y,0,287,0,0,0,0,0,12,2009,Normal,107500
RL,10140,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1976,1976,TA,TA,PConc,194,0,638,832,GasA,TA,Y,832,832,0,1664,0,0,2,1,4,1,TA,8,Typ,1,2,528,Y,0,28,0,0,259,0,0,3,2006,Normal,162900
RL,8172,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1955,1990,TA,TA,CBlock,167,0,697,864,GasA,TA,Y,864,0,0,864,1,0,1,0,2,1,TA,5,Typ,0,2,572,N,0,0,0,0,0,0,0,4,2006,Normal,115000
RL,8400,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1968,1968,TA,TA,CBlock,1016,0,36,1052,GasA,Gd,Y,1052,0,0,1052,1,0,1,1,3,1,TA,5,Typ,0,1,288,Y,356,0,0,0,0,0,0,11,2006,Normal,138500
RL,8700,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,6,1963,1963,TA,Gd,CBlock,776,0,344,1120,GasA,Gd,Y,1128,0,0,1128,1,0,2,0,3,1,TA,6,Typ,0,2,525,Y,192,20,123,0,0,0,0,12,2008,Normal,155000
RM,3675,Pave,Lvl,AllPub,Gtl,TwnhsE,SFoyer,6,5,2005,2006,TA,TA,PConc,547,0,0,547,GasA,Gd,Y,1072,0,0,1072,1,0,2,0,2,1,TA,5,Typ,0,2,525,Y,0,44,0,0,0,0,0,6,2006,Partial,140000
RL,63887,Pave,Bnk,AllPub,Gtl,1Fam,2Story,10,5,2008,2008,Ex,TA,PConc,5644,0,466,6110,GasA,Ex,Y,4692,950,0,5642,2,0,2,1,3,1,Ex,12,Typ,3,2,1418,Y,214,292,0,0,0,480,0,1,2008,Partial,160000
RL,7500,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1959,1994,TA,TA,CBlock,340,906,0,1246,GasA,Ex,Y,1246,0,0,1246,1,0,1,1,3,1,Gd,6,Typ,0,1,305,Y,218,0,0,0,0,0,0,5,2010,Normal,154000
RL,10762,Pave,Lvl,AllPub,Gtl,1Fam,2Story,7,5,1999,1999,Gd,TA,PConc,694,0,284,978,GasA,Ex,Y,1005,978,0,1983,0,0,2,1,3,1,Gd,9,Typ,1,2,490,Y,0,0,0,0,0,0,0,5,2009,Normal,225000
RL,7500,Pave,Bnk,AllPub,Gtl,1Fam,2Story,6,7,1942,1950,TA,TA,CBlock,547,0,224,771,GasA,Fa,Y,753,741,0,1494,0,0,1,0,3,1,Gd,7,Typ,2,1,213,P,0,0,0,0,224,0,0,11,2009,Normal,177500
RL,10120,Pave,Lvl,AllPub,Gtl,1Fam,2Story,8,5,1994,1994,Gd,TA,PConc,740,0,425,1165,GasA,Ex,Y,1203,1323,0,2526,1,0,2,1,4,1,Gd,8,Typ,1,3,844,Y,309,78,0,0,0,0,0,12,2006,Normal,290000
RL,8688,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2005,2005,Gd,TA,PConc,0,0,1616,1616,GasA,Ex,Y,1616,0,0,1616,0,0,2,0,3,1,Gd,7,Typ,0,3,834,Y,208,59,0,0,0,0,0,4,2006,Normal,232000
RM,3363,Pave,Lvl,AllPub,Gtl,TwnhsE,2Story,7,5,2004,2004,Gd,TA,PConc,0,0,976,976,GasA,Ex,Y,976,732,0,1708,0,0,2,0,3,1,Gd,7,Maj1,0,2,380,Y,0,40,0,0,0,0,0,4,2006,Normal,130000
RL,13173,Pave,Lvl,AllPub,Gtl,1Fam,1Story,9,5,2006,2007,Gd,TA,PConc,1572,0,80,1652,GasA,Ex,Y,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,2,2,840,Y,404,102,0,0,0,0,0,11,2009,Normal,325000
RL,6955,Pave,Lvl,AllPub,Gtl,TwnhsE,1Story,7,5,2005,2006,Gd,TA,PConc,0,0,1368,1368,GasA,Ex,Y,1368,0,0,1368,0,0,2,0,2,1,Gd,6,Typ,1,2,474,Y,132,35,0,0,0,0,0,9,2006,Partial,202500
RL,8072,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,5,1994,1995,TA,Gd,PConc,746,0,244,990,GasA,Ex,Y,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,2,480,Y,0,64,0,0,0,0,0,5,2009,Normal,138000
RM,12000,Pave,Lvl,AllPub,Gtl,1Fam,1Story,5,7,1948,2005,TA,TA,CBlock,144,608,172,924,GasA,Ex,Y,1122,0,0,1122,1,0,1,0,2,1,Gd,6,Typ,0,2,528,Y,0,36,0,0,0,0,0,5,2008,Normal,147000
RL,7153,Pave,Lvl,AllPub,Gtl,1Fam,1Story,6,5,1991,1991,TA,TA,CBlock,1200,0,78,1278,GasA,Gd,Y,1294,0,0,1294,1,0,2,0,3,1,Gd,6,Typ,0,2,496,Y,112,51,0,0,0,0,0,6,2008,Normal,179200
RL,17500,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,8,1959,2002,Gd,Gd,PConc,1406,0,496,1902,GasA,TA,Y,1902,0,0,1902,1,0,2,0,3,1,Ex,7,Typ,2,2,567,Y,0,207,162,0,0,0,0,5,2010,Normal,335000
RL,8814,Pave,Lvl,AllPub,Gtl,1Fam,1Story,7,5,2005,2007,Gd,TA,PConc,925,0,349,1274,GasA,Ex,Y,1274,0,0,1274,1,0,2,0,3,1,Gd,6,Typ,0,2,508,Y,264,98,0,0,0,0,0,1,2007,Partial,203000
RL,9572,Pave,Lvl,AllPub,Gtl,1Fam,2Story,8,5,1990,1990,Gd,TA,PConc,482,0,971,1453,GasA,Ex,Y,1453,1357,0,2810,0,0,2,1,4,1,Gd,9,Typ,1,2,750,Y,500,0,0,0,0,0,0,6,2007,Normal,302000
RL,14774,Pave,Lvl,AllPub,Gtl,1Fam,2Story,9,5,1999,1999,Gd,TA,PConc,0,0,1393,1393,GasA,Ex,Y,1422,1177,0,2599,0,0,2,1,4,1,Gd,10,Typ,1,3,779,Y,668,30,0,0,0,0,0,5,2010,Normal,333168
RL,8190,Pave,Lvl,AllPub,Gtl,1Fam,1Story,4,6,1954,1954,TA,TA,CBlock,732,0,216,948,GasA,Ex,Y,948,0,0,948,1,0,1,0,3,1,TA,5,Typ,1,1,280,Y,0,36,0,0,0,0,0,10,2007,Normal,119000
